Event	ID	Name			Wwise Object Path	Notes
	2737980460	Play_MyCompany_Simple_Aircraft_elevator			\AIRCRAFTS\AIRCRAFT_WWISEDATA\AIRCRAFT_PLAYER\MyCompany_Simple_Aircraft\flight_control\Play_MyCompany_Simple_Aircraft_elevator	
	2912464731	Play_MyCompany_Simple_Aircraft_eng1_starter			\AIRCRAFTS\AIRCRAFT_WWISEDATA\AIRCRAFT_PLAYER\MyCompany_Simple_Aircraft\engine\Play_MyCompany_Simple_Aircraft_eng1_starter	
	2976093766	Play_MyCompany_Simple_Aircraft_rattle_ground			\AIRCRAFTS\AIRCRAFT_WWISEDATA\AIRCRAFT_PLAYER\MyCompany_Simple_Aircraft\ground\Play_MyCompany_Simple_Aircraft_rattle_ground	
	3131553597	Play_MyCompany_Simple_Aircraft_eng1_prop_non_combustion			\AIRCRAFTS\AIRCRAFT_WWISEDATA\AIRCRAFT_PLAYER\MyCompany_Simple_Aircraft\engine\Play_MyCompany_Simple_Aircraft_eng1_prop_non_combustion	
	3348143507	Play_MyCompany_Simple_Aircraft_gyro_sound			\AIRCRAFTS\AIRCRAFT_WWISEDATA\AIRCRAFT_PLAYER\MyCompany_Simple_Aircraft\miscalleneous\Play_MyCompany_Simple_Aircraft_gyro_sound	
	3458151674	Play_MyCompany_Simple_Aircraft_flaps_left			\AIRCRAFTS\AIRCRAFT_WWISEDATA\AIRCRAFT_PLAYER\MyCompany_Simple_Aircraft\flight_control\Play_MyCompany_Simple_Aircraft_flaps_left	
	3460797331	Play_MyCompany_Simple_Aircraft_eng1_combustion			\AIRCRAFTS\AIRCRAFT_WWISEDATA\AIRCRAFT_PLAYER\MyCompany_Simple_Aircraft\engine\Play_MyCompany_Simple_Aircraft_eng1_combustion	
	3799691038	Play_MyCompany_Simple_Aircraft_rattle_kinematic			\AIRCRAFTS\AIRCRAFT_WWISEDATA\AIRCRAFT_PLAYER\MyCompany_Simple_Aircraft\rattle\Play_MyCompany_Simple_Aircraft_rattle_kinematic	
	4074491426	Play_MyCompany_Simple_Aircraft_eng1_combustion_start_propeller			\AIRCRAFTS\AIRCRAFT_WWISEDATA\AIRCRAFT_PLAYER\MyCompany_Simple_Aircraft\engine\Play_MyCompany_Simple_Aircraft_eng1_combustion_start_propeller	
	4078952877	Play_MyCompany_Simple_Aircraft_eng1_prop			\AIRCRAFTS\AIRCRAFT_WWISEDATA\AIRCRAFT_PLAYER\MyCompany_Simple_Aircraft\engine\Play_MyCompany_Simple_Aircraft_eng1_prop	
	4149095469	Play_MyCompany_Simple_Aircraft_stall_warning			\AIRCRAFTS\AIRCRAFT_WWISEDATA\AIRCRAFT_PLAYER\MyCompany_Simple_Aircraft\warning\Play_MyCompany_Simple_Aircraft_stall_warning	
	4166622951	Play_MyCompany_Simple_Aircraft_ground_roll			\AIRCRAFTS\AIRCRAFT_WWISEDATA\AIRCRAFT_PLAYER\MyCompany_Simple_Aircraft\ground\Play_MyCompany_Simple_Aircraft_ground_roll	

